sample,score,fault,predicted_fault
954,0.9170748848172869,1,0
955,1.9822261822307885,1,0
956,1.5683622074316548,1,0
957,1.1931955808263293,1,0
958,0.40060631136074654,1,0
959,0.6329704418259914,1,0
960,0.31284047867543613,1,0
961,6.8444051712979705,1,0
962,7.514185303490301,1,0
963,5.472464005366279,1,0
964,4.701672210297361,1,0
965,1.476065396282925,1,0
966,4.3254961469624345,1,0
967,0.8055477043552158,1,0
968,1.9149013012773421,1,0
969,3.5272027437836844,1,0
970,1.7979692375078609,1,0
971,1.1450611382456806,1,0
972,1.973609573469868,1,0
973,8.56721204546667,1,0
974,7.702529056008057,1,0
975,0.7788284503561489,1,0
976,1.7472043427132915,1,0
977,6.852854106085386,1,0
978,0.7987843704703643,1,0
979,3.5380131477614536,1,0
980,8.664738196392701,1,0
981,1.6085826937999563,1,0
982,1.4652464072245943,1,0
983,1.1012026930359589,1,0
984,0.5279899501333482,1,0
985,1.604932249802889,1,0
986,1.6896897092839644,1,0
987,0.6593536889149403,1,0
988,0.3695195737107811,1,0
989,4.131848361604612,1,0
990,2.3604066237105603,1,0
991,1.9675155904102146,1,0
992,4.7336398315148935,1,0
993,1.1289260402755832,1,0
994,7.367971862964765,1,0
995,12.779839725365003,1,1
996,5.9783971328443295,1,0
997,0.6285678880876059,1,0
998,0.7520867580149084,1,0
999,0.5189560995711976,1,0
